Type,Library,Test,Result
1. Parse Validation,SimpleJSON (C++),object_key_nfd_nfc,true
1. Parse Validation,SimpleJSON (C++),object_same_key_same_value,true
1. Parse Validation,SimpleJSON (C++),number_9223372036854775808,true
1. Parse Validation,SimpleJSON (C++),number_1e-999,true
1. Parse Validation,SimpleJSON (C++),string_1_escaped_invalid_codepoint,true
2. Parse Double,SimpleJSON (C++),double01,true
2. Parse Double,SimpleJSON (C++),double02,true
2. Parse Double,SimpleJSON (C++),double03,true
2. Parse Double,SimpleJSON (C++),double04,true
2. Parse Double,SimpleJSON (C++),double05,true
2. Parse Double,SimpleJSON (C++),double06,true
2. Parse Double,SimpleJSON (C++),double07,true
2. Parse Double,SimpleJSON (C++),double08,true
2. Parse Double,SimpleJSON (C++),double09,true
2. Parse Double,SimpleJSON (C++),double10,true
2. Parse Double,SimpleJSON (C++),double11,false
2. Parse Double,SimpleJSON (C++),double12,true
2. Parse Double,SimpleJSON (C++),double13,true
2. Parse Double,SimpleJSON (C++),double14,true
2. Parse Double,SimpleJSON (C++),double15,false
2. Parse Double,SimpleJSON (C++),double16,true
2. Parse Double,SimpleJSON (C++),double17,true
2. Parse Double,SimpleJSON (C++),double18,false
2. Parse Double,SimpleJSON (C++),double19,false
2. Parse Double,SimpleJSON (C++),double20,false
2. Parse Double,SimpleJSON (C++),double21,false
2. Parse Double,SimpleJSON (C++),double22,true
2. Parse Double,SimpleJSON (C++),double23,false
2. Parse Double,SimpleJSON (C++),double24,false
2. Parse Double,SimpleJSON (C++),double25,false
2. Parse Double,SimpleJSON (C++),double26,true
2. Parse Double,SimpleJSON (C++),double27,true
2. Parse Double,SimpleJSON (C++),double28,false
2. Parse Double,SimpleJSON (C++),double29,true
2. Parse Double,SimpleJSON (C++),double30,false
2. Parse Double,SimpleJSON (C++),double31,true
2. Parse Double,SimpleJSON (C++),double32,false
2. Parse Double,SimpleJSON (C++),double33,true
2. Parse Double,SimpleJSON (C++),double34,true
2. Parse Double,SimpleJSON (C++),double35,false
2. Parse Double,SimpleJSON (C++),double36,false
2. Parse Double,SimpleJSON (C++),double37,false
2. Parse Double,SimpleJSON (C++),double38,false
2. Parse Double,SimpleJSON (C++),double39,false
2. Parse Double,SimpleJSON (C++),double40,true
2. Parse Double,SimpleJSON (C++),double41,false
2. Parse Double,SimpleJSON (C++),double42,false
2. Parse Double,SimpleJSON (C++),double43,false
2. Parse Double,SimpleJSON (C++),double44,true
2. Parse Double,SimpleJSON (C++),double45,true
2. Parse Double,SimpleJSON (C++),double46,true
2. Parse Double,SimpleJSON (C++),double47,true
2. Parse Double,SimpleJSON (C++),double48,false
2. Parse Double,SimpleJSON (C++),double49,true
2. Parse Double,SimpleJSON (C++),double50,true
2. Parse Double,SimpleJSON (C++),double51,false
2. Parse Double,SimpleJSON (C++),double52,true
2. Parse Double,SimpleJSON (C++),double53,false
2. Parse Double,SimpleJSON (C++),double54,true
2. Parse Double,SimpleJSON (C++),double55,true
2. Parse Double,SimpleJSON (C++),double56,false
2. Parse Double,SimpleJSON (C++),double57,false
2. Parse Double,SimpleJSON (C++),double58,false
2. Parse Double,SimpleJSON (C++),double59,false
2. Parse Double,SimpleJSON (C++),double60,false
2. Parse Double,SimpleJSON (C++),double61,false
2. Parse Double,SimpleJSON (C++),double62,false
2. Parse Double,SimpleJSON (C++),double63,false
2. Parse Double,SimpleJSON (C++),double64,false
2. Parse Double,SimpleJSON (C++),double65,false
2. Parse Double,SimpleJSON (C++),double66,false
3. Parse String,SimpleJSON (C++),string01,true
3. Parse String,SimpleJSON (C++),string02,true
3. Parse String,SimpleJSON (C++),string03,true
3. Parse String,SimpleJSON (C++),string04,false
3. Parse String,SimpleJSON (C++),string05,true
3. Parse String,SimpleJSON (C++),string06,true
3. Parse String,SimpleJSON (C++),string07,true
3. Parse String,SimpleJSON (C++),string08,false
3. Parse String,SimpleJSON (C++),string09,false
4. Roundtrip,SimpleJSON (C++),roundtrip01,true
4. Roundtrip,SimpleJSON (C++),roundtrip02,true
4. Roundtrip,SimpleJSON (C++),roundtrip03,true
4. Roundtrip,SimpleJSON (C++),roundtrip04,true
4. Roundtrip,SimpleJSON (C++),roundtrip05,true
4. Roundtrip,SimpleJSON (C++),roundtrip06,true
4. Roundtrip,SimpleJSON (C++),roundtrip07,true
4. Roundtrip,SimpleJSON (C++),roundtrip08,true
4. Roundtrip,SimpleJSON (C++),roundtrip09,true
4. Roundtrip,SimpleJSON (C++),roundtrip10,true
4. Roundtrip,SimpleJSON (C++),roundtrip11,true
4. Roundtrip,SimpleJSON (C++),roundtrip12,true
4. Roundtrip,SimpleJSON (C++),roundtrip13,false
4. Roundtrip,SimpleJSON (C++),roundtrip14,false
4. Roundtrip,SimpleJSON (C++),roundtrip15,true
4. Roundtrip,SimpleJSON (C++),roundtrip16,true
4. Roundtrip,SimpleJSON (C++),roundtrip17,true
4. Roundtrip,SimpleJSON (C++),roundtrip18,false
4. Roundtrip,SimpleJSON (C++),roundtrip19,false
4. Roundtrip,SimpleJSON (C++),roundtrip20,false
4. Roundtrip,SimpleJSON (C++),roundtrip21,false
4. Roundtrip,SimpleJSON (C++),roundtrip22,true
4. Roundtrip,SimpleJSON (C++),roundtrip23,true
4. Roundtrip,SimpleJSON (C++),roundtrip24,false
4. Roundtrip,SimpleJSON (C++),roundtrip25,false
4. Roundtrip,SimpleJSON (C++),roundtrip26,false
4. Roundtrip,SimpleJSON (C++),roundtrip27,false
1. Parse Validation,taocpp json (C++11),pass01,true
1. Parse Validation,taocpp json (C++11),pass02,true
1. Parse Validation,taocpp json (C++11),pass03,true
1. Parse Validation,taocpp json (C++11),fail02,true
1. Parse Validation,taocpp json (C++11),fail03,true
1. Parse Validation,taocpp json (C++11),fail04,true
1. Parse Validation,taocpp json (C++11),fail05,true
1. Parse Validation,taocpp json (C++11),fail06,true
1. Parse Validation,taocpp json (C++11),fail07,true
1. Parse Validation,taocpp json (C++11),fail08,true
1. Parse Validation,taocpp json (C++11),fail09,true
1. Parse Validation,taocpp json (C++11),fail10,true
1. Parse Validation,taocpp json (C++11),fail11,true
1. Parse Validation,taocpp json (C++11),fail12,true
1. Parse Validation,taocpp json (C++11),fail13,true
1. Parse Validation,taocpp json (C++11),fail14,true
1. Parse Validation,taocpp json (C++11),fail15,true
1. Parse Validation,taocpp json (C++11),fail16,true
1. Parse Validation,taocpp json (C++11),fail17,true
1. Parse Validation,taocpp json (C++11),fail19,true
1. Parse Validation,taocpp json (C++11),fail20,true
1. Parse Validation,taocpp json (C++11),fail21,true
1. Parse Validation,taocpp json (C++11),fail22,true
1. Parse Validation,taocpp json (C++11),fail23,true
1. Parse Validation,taocpp json (C++11),fail24,true
1. Parse Validation,taocpp json (C++11),fail25,true
1. Parse Validation,taocpp json (C++11),fail26,true
1. Parse Validation,taocpp json (C++11),fail27,true
1. Parse Validation,taocpp json (C++11),fail28,true
1. Parse Validation,taocpp json (C++11),fail29,true
1. Parse Validation,taocpp json (C++11),fail30,true
1. Parse Validation,taocpp json (C++11),fail31,true
1. Parse Validation,taocpp json (C++11),fail32,true
1. Parse Validation,taocpp json (C++11),fail33,true
1. Parse Validation,taocpp json (C++11),number_-9223372036854775808,true
1. Parse Validation,taocpp json (C++11),string_2_escaped_invalid_codepoints,false
1. Parse Validation,taocpp json (C++11),string_1_invalid_codepoint,false
1. Parse Validation,taocpp json (C++11),object_same_key_unclear_values,false
1. Parse Validation,taocpp json (C++11),object_key_nfc_nfd,true
1. Parse Validation,taocpp json (C++11),string_3_escaped_invalid_codepoints,false
1. Parse Validation,taocpp json (C++11),number_1.000000000000000005,true
1. Parse Validation,taocpp json (C++11),string_with_escaped_NULL,true
1. Parse Validation,taocpp json (C++11),number_1e6,true
1. Parse Validation,taocpp json (C++11),string_3_invalid_codepoints,false
1. Parse Validation,taocpp json (C++11),number_1.0,true
1. Parse Validation,taocpp json (C++11),string_2_invalid_codepoints,false
1. Parse Validation,taocpp json (C++11),number_9223372036854775807,true
1. Parse Validation,taocpp json (C++11),number_1000000000000000,true
1. Parse Validation,taocpp json (C++11),number_10000000000000000999,true
1. Parse Validation,taocpp json (C++11),number_-9223372036854775809,true
1. Parse Validation,taocpp json (C++11),object_same_key_different_values,false
1. Parse Validation,taocpp json (C++11),object_key_nfd_nfc,true
1. Parse Validation,taocpp json (C++11),object_same_key_same_value,false
1. Parse Validation,taocpp json (C++11),number_9223372036854775808,true
1. Parse Validation,taocpp json (C++11),number_1e-999,true
1. Parse Validation,taocpp json (C++11),string_1_escaped_invalid_codepoint,false
2. Parse Double,taocpp json (C++11),double01,true
2. Parse Double,taocpp json (C++11),double02,true
2. Parse Double,taocpp json (C++11),double03,true
2. Parse Double,taocpp json (C++11),double04,true
2. Parse Double,taocpp json (C++11),double05,true
2. Parse Double,taocpp json (C++11),double06,true
2. Parse Double,taocpp json (C++11),double07,true
2. Parse Double,taocpp json (C++11),double08,true
2. Parse Double,taocpp json (C++11),double09,true
2. Parse Double,taocpp json (C++11),double10,true
2. Parse Double,taocpp json (C++11),double11,true
2. Parse Double,taocpp json (C++11),double12,true
2. Parse Double,taocpp json (C++11),double13,true
2. Parse Double,taocpp json (C++11),double14,true
2. Parse Double,taocpp json (C++11),double15,true
2. Parse Double,taocpp json (C++11),double16,true
2. Parse Double,taocpp json (C++11),double17,true
2. Parse Double,taocpp json (C++11),double18,true
2. Parse Double,taocpp json (C++11),double19,true
2. Parse Double,taocpp json (C++11),double20,true
2. Parse Double,taocpp json (C++11),double21,true
2. Parse Double,taocpp json (C++11),double22,true
2. Parse Double,taocpp json (C++11),double23,true
2. Parse Double,taocpp json (C++11),double24,true
2. Parse Double,taocpp json (C++11),double25,true
2. Parse Double,taocpp json (C++11),double26,true
2. Parse Double,taocpp json (C++11),double27,true
2. Parse Double,taocpp json (C++11),double28,true
2. Parse Double,taocpp json (C++11),double29,true
2. Parse Double,taocpp json (C++11),double30,true
2. Parse Double,taocpp json (C++11),double31,true
2. Parse Double,taocpp json (C++11),double32,true
2. Parse Double,taocpp json (C++11),double33,true
2. Parse Double,taocpp json (C++11),double34,true
2. Parse Double,taocpp json (C++11),double35,true
2. Parse Double,taocpp json (C++11),double36,true
2. Parse Double,taocpp json (C++11),double37,true
2. Parse Double,taocpp json (C++11),double38,true
2. Parse Double,taocpp json (C++11),double39,true
2. Parse Double,taocpp json (C++11),double40,true
2. Parse Double,taocpp json (C++11),double41,true
2. Parse Double,taocpp json (C++11),double42,true
2. Parse Double,taocpp json (C++11),double43,true
2. Parse Double,taocpp json (C++11),double44,true
2. Parse Double,taocpp json (C++11),double45,true
2. Parse Double,taocpp json (C++11),double46,true
2. Parse Double,taocpp json (C++11),double47,true
2. Parse Double,taocpp json (C++11),double48,true
2. Parse Double,taocpp json (C++11),double49,true
2. Parse Double,taocpp json (C++11),double50,true
2. Parse Double,taocpp json (C++11),double51,true
2. Parse Double,taocpp json (C++11),double52,true
2. Parse Double,taocpp json (C++11),double53,true
2. Parse Double,taocpp json (C++11),double54,true
2. Parse Double,taocpp json (C++11),double55,true
2. Parse Double,taocpp json (C++11),double56,true
2. Parse Double,taocpp json (C++11),double57,true
2. Parse Double,taocpp json (C++11),double58,true
2. Parse Double,taocpp json (C++11),double59,true
2. Parse Double,taocpp json (C++11),double60,true
2. Parse Double,taocpp json (C++11),double61,true
2. Parse Double,taocpp json (C++11),double62,true
2. Parse Double,taocpp json (C++11),double63,true
2. Parse Double,taocpp json (C++11),double64,true
2. Parse Double,taocpp json (C++11),double65,true
2. Parse Double,taocpp json (C++11),double66,true
3. Parse String,taocpp json (C++11),string01,true
3. Parse String,taocpp json (C++11),string02,true
3. Parse String,taocpp json (C++11),string03,true
3. Parse String,taocpp json (C++11),string04,true
3. Parse String,taocpp json (C++11),string05,true
3. Parse String,taocpp json (C++11),string06,true
3. Parse String,taocpp json (C++11),string07,true
